source_id,openalex_id,doi,title,year,venue,first_author,author_count,cited_by_count,is_top_venue,query_keys,themes,scale_or_instrument,diagnostic_boundary,safety_risk_type,human_oversight,doi_url,landing_page_url
PSY0015,https://openalex.org/W2118185372,10.1002/da.10113,Development of a new resilience scale: The Connor-Davidson Resilience Scale (CD-RISC),2003,Depression and Anxiety,Kathryn M. Connor,2,11153,True,gad7_screening;who5_wellbeing;pss_stress,non_diagnostic_screening;clinical_scale_instruments,GAD;PSS,screening_or_validation,none,not_specified,https://doi.org/10.1002/da.10113,https://doi.org/10.1002/da.10113
PSY0037,https://openalex.org/W4211130665,10.1111/j.1745-6924.2008.00088.x,Rethinking Rumination,2008,Perspectives on Psychological Science,Susan Nolen–Hoeksema,3,4947,True,longitudinal_mood_modeling,longitudinal_state_modeling,none,screening_only,crisis_or_self_harm,not_specified,https://doi.org/10.1111/j.1745-6924.2008.00088.x,https://doi.org/10.1111/j.1745-6924.2008.00088.x
PSY0050,https://openalex.org/W2488757378,10.1002/wps.20311,Understanding the burnout experience: recent research and its implications for psychiatry,2016,World Psychiatry,Christina Maslach,2,3665,True,dass21_distress,non_diagnostic_screening;clinical_scale_instruments,DASS,screening_only,none,not_specified,https://doi.org/10.1002/wps.20311,https://doi.org/10.1002/wps.20311
PSY0074,https://openalex.org/W3049547760,10.2196/21279,Effects of COVID-19 on College Students’ Mental Health in the United States: Interview Survey Study,2020,Journal of Medical Internet Research,Changwon Son,5,2773,True,wellbeing_screening;stress_burnout_screening;jitai_mental_health;measurement_based_care;engagement_adherence_digital,non_diagnostic_screening;digital_mental_health,none,screening_or_validation,none,not_specified,https://doi.org/10.2196/21279,https://doi.org/10.2196/21279
PSY0075,https://openalex.org/W3044137491,10.1016/s2215-0366(20)30308-4,Mental health before and during the COVID-19 pandemic: a longitudinal probability sample survey of the UK population,2020,The Lancet Psychiatry,Matthias Pierce,11,2767,True,mental_health_screening_primary_care;wellbeing_screening;measurement_based_care,non_diagnostic_screening;longitudinal_state_modeling,none,screening_or_validation,none,not_specified,https://doi.org/10.1016/s2215-0366(20)30308-4,https://doi.org/10.1016/s2215-0366(20)30308-4
PSY0086,https://openalex.org/W2765304416,10.2196/jmir.8775,"Beyond Adoption: A New Framework for Theorizing and Evaluating Nonadoption, Abandonment, and Challenges to the Scale-Up, Spread, and Sustainability of Health and Care Technologies",2017,Journal of Medical Internet Research,Trisha Greenhalgh,10,2567,True,mobile_sensing_mental_health;jitai_mental_health;digital_mental_health_interventions;mental_health_apps_evaluation,longitudinal_state_modeling;digital_mental_health,ISI,screening_only,none,not_specified,https://doi.org/10.2196/jmir.8775,https://doi.org/10.2196/jmir.8775
PSY0090,https://openalex.org/W2116251861,10.1002/j.2051-5545.2011.tb00014.x,"Physical illness in patients with severe mental disorders. I. Prevalence, impact of medications and disparities in health care",2011,World Psychiatry,Marc D. Binder,13,2470,True,audit_substance;longitudinal_mood_modeling,non_diagnostic_screening;clinical_scale_instruments;longitudinal_state_modeling,ISI,screening_or_validation,ai_or_intervention_safety,not_specified,https://doi.org/10.1002/j.2051-5545.2011.tb00014.x,https://doi.org/10.1002/j.2051-5545.2011.tb00014.x
PSY0092,https://openalex.org/W2623779865,10.2196/mental.7785,Delivering Cognitive Behavior Therapy to Young Adults With Symptoms of Depression and Anxiety Using a Fully Automated Conversational Agent (Woebot): A Randomized Controlled Trial,2017,JMIR Mental Health,Kathleen Kara Fitzpatrick,3,2430,True,mobile_sensing_mental_health;jitai_mental_health;digital_mental_health_interventions;mental_health_apps_evaluation;online_cbt_digital;engagement_adherence_digital,clinical_scale_instruments;digital_mental_health;llm_chatbot_safety,PHQ;GAD;PANAS,screening_only,none,not_specified,https://doi.org/10.2196/mental.7785,https://doi.org/10.2196/mental.7785
PSY0098,https://openalex.org/W2891230948,10.1037/abn0000362,WHO World Mental Health Surveys International College Student Project: Prevalence and distribution of mental disorders.,2018,Journal of Abnormal Psychology,Randy P. Auerbach,19,2340,True,mental_health_screening_primary_care;wellbeing_screening;audit_substance;online_cbt_digital;crisis_response_digital_mental_health,non_diagnostic_screening;clinical_scale_instruments;longitudinal_state_modeling;llm_chatbot_safety,GAD;ISI,screening_or_validation,crisis_or_self_harm,not_specified,https://doi.org/10.1037/abn0000362,https://doi.org/10.1037/abn0000362
PSY0152,https://openalex.org/W2789034326,10.1001/jamapsychiatry.2017.4602,Epidemiology of Adult <i>DSM-5</i> Major Depressive Disorder and Its Specifiers in the United States,2018,JAMA Psychiatry,Deborah S. Hasin,7,1700,True,measurement_based_care,non_diagnostic_screening;longitudinal_state_modeling,GAD,screening_only,none,not_specified,https://doi.org/10.1001/jamapsychiatry.2017.4602,https://doi.org/10.1001/jamapsychiatry.2017.4602
PSY0167,https://openalex.org/W2503814187,10.1017/s0033291716001665,Mental disorders among college students in the World Health Organization World Mental Health Surveys,2016,Psychological Medicine,Randy P. Auerbach,36,1549,True,longitudinal_mood_modeling,longitudinal_state_modeling,none,diagnostic_claim_present,none,not_specified,https://doi.org/10.1017/s0033291716001665,https://doi.org/10.1017/s0033291716001665
PSY0171,https://openalex.org/W2118256630,10.2196/jmir.4055,The Person-Based Approach to Intervention Development: Application to Digital Health-Related Behavior Change Interventions,2015,Journal of Medical Internet Research,Lucy Yardley,4,1534,True,mobile_sensing_mental_health;digital_mental_health_interventions;engagement_adherence_digital,longitudinal_state_modeling;digital_mental_health,none,screening_only,none,not_specified,https://doi.org/10.2196/jmir.4055,https://doi.org/10.2196/jmir.4055
PSY0180,https://openalex.org/W3095092064,10.1016/s2215-0366(20)30462-4,Bidirectional associations between COVID-19 and psychiatric disorder: retrospective cohort studies of 62 354 COVID-19 cases in the USA,2020,The Lancet Psychiatry,Maxime Taquet,4,1493,True,longitudinal_mood_modeling,longitudinal_state_modeling,none,diagnostic_claim_present,ai_or_intervention_safety,not_specified,https://doi.org/10.1016/s2215-0366(20)30462-4,https://doi.org/10.1016/s2215-0366(20)30462-4
PSY0181,https://openalex.org/W2761197918,10.1177/1745691617709589,Mind the Hype: A Critical Evaluation and Prescriptive Agenda for Research on Mindfulness and Meditation,2017,Perspectives on Psychological Science,Nicholas T. Van Dam,15,1483,True,non_diagnostic_screening_distress;mental_health_screening_primary_care;longitudinal_mood_modeling;wearables_sleep_stress;jitai_mental_health;measurement_based_care,non_diagnostic_screening;longitudinal_state_modeling;digital_mental_health,ISI,screening_or_validation,ai_or_intervention_safety,not_specified,https://doi.org/10.1177/1745691617709589,https://doi.org/10.1177/1745691617709589
PSY0184,https://openalex.org/W2137767448,10.1197/jamia.m2025,"Personal Health Records: Definitions, Benefits, and Strategies for Overcoming Barriers to Adoption",2005,Journal of the American Medical Informatics Association,Paul C. Tang,5,1481,True,measurement_based_care,longitudinal_state_modeling,none,screening_only,none,not_specified,https://doi.org/10.1197/jamia.m2025,https://doi.org/10.1197/jamia.m2025
PSY0187,https://openalex.org/W3106386073,10.1038/s41562-020-01009-0,Ranking the effectiveness of worldwide COVID-19 government interventions,2020,Nature Human Behaviour,Nils Haug,9,1457,True,measurement_based_care,general,none,screening_only,none,not_specified,https://doi.org/10.1038/s41562-020-01009-0,https://doi.org/10.1038/s41562-020-01009-0
PSY0188,https://openalex.org/W3084167506,10.2196/22817,Investigating Mental Health of US College Students During the COVID-19 Pandemic: Cross-Sectional Survey Study,2020,Journal of Medical Internet Research,Xiaomei Wang,6,1447,True,mental_health_screening_primary_care;wellbeing_screening;phq9_screening;gad7_screening,non_diagnostic_screening;clinical_scale_instruments;longitudinal_state_modeling,PHQ;GAD,screening_or_validation,none,not_specified,https://doi.org/10.2196/22817,https://doi.org/10.2196/22817
PSY0206,https://openalex.org/W2089639557,10.1002/jclp.20741,Evaluating the psychometric properties of the mental health Continuum‐Short Form (MHC‐SF),2010,Journal of Clinical Psychology,S.M.A. Lamers,5,1366,True,who5_wellbeing,non_diagnostic_screening;longitudinal_state_modeling,WHO-5,screening_only,none,not_specified,https://doi.org/10.1002/jclp.20741,https://doi.org/10.1002/jclp.20741
PSY0239,https://openalex.org/W2602706681,10.1186/s12888-017-1262-x,"Loneliness in the general population: prevalence, determinants and relations to mental health",2017,BMC Psychiatry,Manfred E. Beutel,11,1243,True,mental_health_screening_primary_care;phq9_screening;gad7_screening;ucla_loneliness,non_diagnostic_screening;clinical_scale_instruments,ISI,screening_or_validation,crisis_or_self_harm,not_specified,https://doi.org/10.1186/s12888-017-1262-x,https://doi.org/10.1186/s12888-017-1262-x
PSY0260,https://openalex.org/W2067801379,10.2196/jmir.1602,Supportive Accountability: A Model for Providing Human Support to Enhance Adherence to eHealth Interventions,2011,Journal of Medical Internet Research,David C. Mohr,3,1177,True,jitai_mental_health,longitudinal_state_modeling;digital_mental_health,none,screening_only,none,not_specified,https://doi.org/10.2196/jmir.1602,https://doi.org/10.2196/jmir.1602
PSY0271,https://openalex.org/W3112159824,10.1016/s2215-0366(20)30482-x,Trajectories of anxiety and depressive symptoms during enforced isolation due to COVID-19 in England: a longitudinal observational study,2020,The Lancet Psychiatry,Daisy Fancourt,3,1149,True,non_diagnostic_screening_distress;mental_health_screening_primary_care;wellbeing_screening;gad7_screening;longitudinal_mood_modeling,non_diagnostic_screening;clinical_scale_instruments;longitudinal_state_modeling,PHQ,screening_or_validation,ai_or_intervention_safety,not_specified,https://doi.org/10.1016/s2215-0366(20)30482-x,https://doi.org/10.1016/s2215-0366(20)30482-x
PSY0274,https://openalex.org/W2315849398,10.1017/s2045796015001067,The future of mental health care: peer-to-peer support and social media,2016,Epidemiology and Psychiatric Sciences,John A. Naslund,4,1134,True,mobile_sensing_mental_health,non_diagnostic_screening;digital_mental_health,ISI,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1017/s2045796015001067,https://doi.org/10.1017/s2045796015001067
PSY0277,https://openalex.org/W2082681404,10.1037/1040-3590.11.3.326,A measure of positive and negative affect for children: Scale development and preliminary validation.,1999,Psychological Assessment,Jeff Laurent,8,1126,True,panas_affect,clinical_scale_instruments,PANAS,screening_or_validation,none,not_specified,https://doi.org/10.1037/1040-3590.11.3.326,https://doi.org/10.1037/1040-3590.11.3.326
PSY0294,https://openalex.org/W3017863658,10.1145/3359174,Reliability and Inter-rater Reliability in Qualitative Research,2019,Proceedings of the ACM on Human-Computer Interaction,Nora McDonald,3,1086,True,jitai_mental_health,digital_mental_health,none,screening_only,none,not_specified,https://doi.org/10.1145/3359174,https://doi.org/10.1145/3359174
PSY0298,https://openalex.org/W2000594564,10.1002/wps.20050,The DSM‐5: Classification and criteria changes,2013,World Psychiatry,Darrel A. Regier,3,1080,True,measurement_based_care,general,ISI,diagnostic_claim_present,none,not_specified,https://doi.org/10.1002/wps.20050,https://doi.org/10.1002/wps.20050
PSY0302,https://openalex.org/W2122063286,10.1001/jamapsychiatry.2015.1858,Prevalence of Marijuana Use Disorders in the United States Between 2001-2002 and 2012-2013,2015,JAMA Psychiatry,Deborah S. Hasin,12,1072,True,longitudinal_mood_modeling,longitudinal_state_modeling,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1001/jamapsychiatry.2015.1858,https://doi.org/10.1001/jamapsychiatry.2015.1858
PSY0305,https://openalex.org/W3197232629,10.1002/wps.20883,"The growing field of digital psychiatry: current evidence and the future of apps, social media, chatbots, and virtual reality",2021,World Psychiatry,John Torous,10,1066,True,ema_mental_health;longitudinal_mood_modeling;digital_phenotyping;mobile_sensing_mental_health;wearables_sleep_stress;jitai_mental_health;digital_mental_health_interventions;mental_health_apps_evaluation;online_cbt_digital;engagement_adherence_digital;chatbot_mental_health;conversational_agent_safety;llm_mental_health_safety;suicide_prevention_chatbot;clinical_governance_ai_mental_health;digital_health_clinical_safety;crisis_response_digital_mental_health,non_diagnostic_screening;longitudinal_state_modeling;digital_mental_health;llm_chatbot_safety,ISI,screening_only,crisis_or_self_harm,not_specified,https://doi.org/10.1002/wps.20883,https://doi.org/10.1002/wps.20883
PSY0326,https://openalex.org/W3087653702,10.1002/wps.20773,"A meta‐review of “lifestyle psychiatry”: the role of exercise, smoking, diet and sleep in the prevention and treatment of mental disorders",2020,World Psychiatry,Joseph Firth,21,1011,True,subclinical_symptoms_monitoring;who5_wellbeing;isi_sleep;digital_mental_health_interventions;online_cbt_digital,non_diagnostic_screening;longitudinal_state_modeling,ISI,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1002/wps.20773,https://doi.org/10.1002/wps.20773
PSY0332,https://openalex.org/W2739036953,10.1016/j.jad.2017.07.044,Mental health problems in college freshmen: Prevalence and academic functioning,2017,Journal of Affective Disorders,Ronny Bruffaerts,9,1007,True,mental_health_screening_primary_care;who5_wellbeing,non_diagnostic_screening;longitudinal_state_modeling,WHO-5,screening_or_validation,none,not_specified,https://doi.org/10.1016/j.jad.2017.07.044,https://doi.org/10.1016/j.jad.2017.07.044
PSY0339,https://openalex.org/W3111278950,10.1038/s42256-020-00287-7,An open source machine learning framework for efficient and transparent systematic reviews,2021,Nature Machine Intelligence,Rens van de Schoot,17,989,True,digital_mental_health_interventions,non_diagnostic_screening;longitudinal_state_modeling,none,screening_or_validation,ai_or_intervention_safety,not_specified,https://doi.org/10.1038/s42256-020-00287-7,https://doi.org/10.1038/s42256-020-00287-7
PSY0341,https://openalex.org/W2963232155,10.2196/14567,Objective User Engagement With Mental Health Apps: Systematic Search and Panel-Based Usage Analysis,2019,Journal of Medical Internet Research,Amit Baumel,4,986,True,digital_mental_health_interventions;engagement_adherence_digital,non_diagnostic_screening;longitudinal_state_modeling;digital_mental_health,none,screening_only,none,not_specified,https://doi.org/10.2196/14567,https://doi.org/10.2196/14567
PSY0352,https://openalex.org/W2091230101,10.2196/jmir.2583,Opportunities and Challenges for Smartphone Applications in Supporting Health Behavior change: Qualitative Study,2013,Journal of Medical Internet Research,Laura Dennison,4,963,True,mobile_sensing_mental_health;jitai_mental_health;engagement_adherence_digital,longitudinal_state_modeling;digital_mental_health,none,screening_only,none,clinical_review_context,https://doi.org/10.2196/jmir.2583,https://doi.org/10.2196/jmir.2583
PSY0354,https://openalex.org/W2724146920,10.2196/jmir.7126,Developing and Evaluating Digital Interventions to Promote Behavior Change in Health and Health Care: Recommendations Resulting From an International Workshop,2017,Journal of Medical Internet Research,Susan Michie,5,961,True,jitai_mental_health;digital_mental_health_interventions,digital_mental_health,none,diagnostic_claim_present,ai_or_intervention_safety,not_specified,https://doi.org/10.2196/jmir.7126,https://doi.org/10.2196/jmir.7126
PSY0371,https://openalex.org/W4390793092,10.1002/wps.21160,"The social determinants of mental health and disorder: evidence, prevention and recommendations",2024,World Psychiatry,James B. Kirkbride,11,926,True,non_diagnostic_screening_distress;wellbeing_screening;who5_wellbeing;longitudinal_mood_modeling;mobile_sensing_mental_health;jitai_mental_health,non_diagnostic_screening;longitudinal_state_modeling;digital_mental_health,WHO-5,screening_or_validation,ai_or_intervention_safety,not_specified,https://doi.org/10.1002/wps.21160,https://doi.org/10.1002/wps.21160
PSY0383,https://openalex.org/W2601774270,10.1177/1745691617705892,Moving Forward: Challenges and Directions for Psychopathological Network Theory and Methodology,2017,Perspectives on Psychological Science,Eiko I. Fried,2,909,True,longitudinal_mood_modeling,longitudinal_state_modeling,ISI,screening_only,crisis_or_self_harm,not_specified,https://doi.org/10.1177/1745691617705892,https://doi.org/10.1177/1745691617705892
PSY0392,https://openalex.org/W2079980561,10.2196/jmir.2645,"The Digital Divide Among Low-Income Homebound Older Adults: Internet Use Patterns, eHealth Literacy, and Attitudes Toward Computer/Internet Use",2013,Journal of Medical Internet Research,Namkee G. Choi,2,889,True,wellbeing_screening,non_diagnostic_screening,none,diagnostic_claim_present,none,not_specified,https://doi.org/10.2196/jmir.2645,https://doi.org/10.2196/jmir.2645
PSY0410,https://openalex.org/W2397551464,10.1016/j.chb.2016.03.038,The Social Media Disorder Scale,2016,Computers in Human Behavior,Regina J. J. M. van den Eijnden,3,860,True,ucla_loneliness,general,none,diagnostic_claim_present,none,not_specified,https://doi.org/10.1016/j.chb.2016.03.038,https://doi.org/10.1016/j.chb.2016.03.038
PSY0413,https://openalex.org/W1828019950,10.1002/j.2051-5545.2011.tb00036.x,"Physical illness in patients with severe mental disorders. II. Barriers to care, monitoring and treatment guidelines, plus recommendations at the system and individual level",2011,World Psychiatry,Marc D. Binder,13,857,True,audit_substance,non_diagnostic_screening;clinical_scale_instruments;longitudinal_state_modeling,AUDIT,screening_or_validation,ai_or_intervention_safety,clinical_review_context,https://doi.org/10.1002/j.2051-5545.2011.tb00036.x,https://doi.org/10.1002/j.2051-5545.2011.tb00036.x
PSY0414,https://openalex.org/W2580206093,10.1002/wps.20384,"Excess mortality in persons with severe mental disorders: a multilevel intervention framework and priorities for clinical practice, policy and research agendas",2017,World Psychiatry,Nancy H. Liu,29,855,True,measurement_based_care,longitudinal_state_modeling,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1002/wps.20384,https://doi.org/10.1002/wps.20384
PSY0415,https://openalex.org/W2285271602,10.1001/jamapsychiatry.2015.2079,Association of Symptom Network Structure With the Course of Depression,2015,JAMA Psychiatry,Claudia D. van Borkulo,6,855,True,ema_mental_health,longitudinal_state_modeling,none,diagnostic_claim_present,none,not_specified,https://doi.org/10.1001/jamapsychiatry.2015.2079,https://doi.org/10.1001/jamapsychiatry.2015.2079
PSY0417,https://openalex.org/W2946661342,10.1176/appi.ajp.2019.19020172,Efficacy and Safety of Flexibly Dosed Esketamine Nasal Spray Combined With a Newly Initiated Oral Antidepressant in Treatment-Resistant Depression: A Randomized Double-Blind Active-Controlled Study,2019,American Journal of Psychiatry,Vanina Popova,16,854,True,gad7_screening;isi_sleep;columbia_suicide_severity,non_diagnostic_screening;clinical_scale_instruments,ISI,screening_or_validation,crisis_or_self_harm,not_specified,https://doi.org/10.1176/appi.ajp.2019.19020172,https://doi.org/10.1176/appi.ajp.2019.19020172
PSY0423,https://openalex.org/W2089281721,10.1016/j.jad.2013.10.031,"Adaptation and validation of the depression, anxiety and stress scale (DASS) to Brazilian Portuguese",2013,Journal of Affective Disorders,Rose Claudia Batistelli Vignola,2,850,True,dass21_distress,non_diagnostic_screening;clinical_scale_instruments,DASS,screening_or_validation,none,not_specified,https://doi.org/10.1016/j.jad.2013.10.031,https://doi.org/10.1016/j.jad.2013.10.031
PSY0445,https://openalex.org/W1894490285,10.2196/jmir.4273,Mobile Phone Sensor Correlates of Depressive Symptom Severity in Daily-Life Behavior: An Exploratory Study,2015,Journal of Medical Internet Research,Sohrab Saeb,7,816,True,mobile_sensing_mental_health,clinical_scale_instruments;digital_mental_health,PHQ;ISI,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.2196/jmir.4273,https://doi.org/10.2196/jmir.4273
PSY0446,https://openalex.org/W2578856715,10.1177/0956797616678438,A Large-Scale Test of the Goldilocks Hypothesis,2017,Psychological Science,Andrew K Przybylski,2,814,True,mobile_sensing_mental_health,non_diagnostic_screening,none,screening_only,none,not_specified,https://doi.org/10.1177/0956797616678438,https://doi.org/10.1177/0956797616678438
PSY0447,https://openalex.org/W2972598474,10.1002/wps.20673,The efficacy of app‐supported smartphone interventions for mental health problems: a meta‐analysis of randomized controlled trials,2019,World Psychiatry,Jake Linardon,5,809,True,subclinical_symptoms_monitoring;jitai_mental_health;digital_mental_health_interventions;online_cbt_digital;engagement_adherence_digital,non_diagnostic_screening;longitudinal_state_modeling;digital_mental_health,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1002/wps.20673,https://doi.org/10.1002/wps.20673
PSY0448,https://openalex.org/W2952169207,10.1017/s0033291718001356,Rapid antidepressant effects of the psychedelic ayahuasca in treatment-resistant depression: a randomized placebo-controlled trial,2018,Psychological Medicine,Fernanda Palhano-Fontes,23,807,True,longitudinal_mood_modeling,longitudinal_state_modeling,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1017/s0033291718001356,https://doi.org/10.1017/s0033291718001356
PSY0451,https://openalex.org/W2468796193,10.1016/j.chb.2016.05.083,"“I don’t want to miss a thing”: Adolescents’ fear of missing out and its relationship to adolescents’ social needs, Facebook use, and Facebook related stress",2016,Computers in Human Behavior,Ine Beyens,3,804,True,longitudinal_mood_modeling,longitudinal_state_modeling,none,screening_only,none,not_specified,https://doi.org/10.1016/j.chb.2016.05.083,https://doi.org/10.1016/j.chb.2016.05.083
PSY0458,https://openalex.org/W1970834718,10.1186/1471-244x-9-35,Psychiatric and psychosocial problems in adults with normal-intelligence autism spectrum disorders,2009,BMC Psychiatry,Björn Hofvander,12,796,True,longitudinal_mood_modeling,longitudinal_state_modeling,ISI,diagnostic_claim_present,ai_or_intervention_safety,clinical_review_context,https://doi.org/10.1186/1471-244x-9-35,https://doi.org/10.1186/1471-244x-9-35
PSY0474,https://openalex.org/W3033293557,10.2196/20185,Mental Health and Behavior of College Students During the Early Phases of the COVID-19 Pandemic: Longitudinal Smartphone and Ecological Momentary Assessment Study,2020,Journal of Medical Internet Research,Jeremy F. Huckins,13,776,True,gad7_screening;ema_mental_health;mobile_sensing_mental_health;wearables_sleep_stress,non_diagnostic_screening;clinical_scale_instruments;longitudinal_state_modeling;digital_mental_health,PHQ;ISI,screening_or_validation,none,not_specified,https://doi.org/10.2196/20185,https://doi.org/10.2196/20185
PSY0476,https://openalex.org/W2969468266,10.1177/2055207619871808,Acceptability of artificial intelligence (AI)-led chatbot services in healthcare: A mixed-methods study,2019,Digital Health,Tom Nadarzynski,4,774,True,wellbeing_screening;chatbot_mental_health;ai_therapy_risk,non_diagnostic_screening;longitudinal_state_modeling;digital_mental_health;llm_chatbot_safety,ISI,screening_or_validation,ai_or_intervention_safety,not_specified,https://doi.org/10.1177/2055207619871808,https://doi.org/10.1177/2055207619871808
PSY0480,https://openalex.org/W2347128633,10.2196/mental.5165,New Tools for New Research in Psychiatry: A Scalable and Customizable Platform to Empower Data Driven Smartphone Research,2016,JMIR Mental Health,John Torous,4,770,True,ema_mental_health;digital_phenotyping;mobile_sensing_mental_health;wearables_sleep_stress;jitai_mental_health;digital_mental_health_interventions,longitudinal_state_modeling;digital_mental_health,none,screening_only,none,not_specified,https://doi.org/10.2196/mental.5165,https://doi.org/10.2196/mental.5165
PSY0486,https://openalex.org/W2908444276,10.1002/wps.20611,"Innovations and changes in the ICD‐11 classification of mental, behavioural and neurodevelopmental disorders",2019,World Psychiatry,Geoffrey M. Reed,41,762,True,longitudinal_mood_modeling,longitudinal_state_modeling,ISI,diagnostic_claim_present,none,clinical_review_context,https://doi.org/10.1002/wps.20611,https://doi.org/10.1002/wps.20611
PSY0499,https://openalex.org/W1900324154,10.1002/j.2051-5545.2010.tb00297.x,Resilience under conditions of extreme stress: a multilevel perspective,2010,World Psychiatry,Dante Cicchetti,1,740,True,longitudinal_mood_modeling,longitudinal_state_modeling,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1002/j.2051-5545.2010.tb00297.x,https://doi.org/10.1002/j.2051-5545.2010.tb00297.x
PSY0511,https://openalex.org/W2138611879,10.1177/0956797610372634,Emotional Inertia and Psychological Maladjustment,2010,Psychological Science,Peter Kuppens,3,729,True,ema_mental_health;affective_dynamics_mental_health,longitudinal_state_modeling;llm_chatbot_safety,none,screening_only,none,not_specified,https://doi.org/10.1177/0956797610372634,https://doi.org/10.1177/0956797610372634
PSY0515,https://openalex.org/W2405193337,10.1186/s12888-016-0875-9,The German version of the Perceived Stress Scale – psychometric characteristics in a representative German community sample,2016,BMC Psychiatry,Eva M. Klein,8,725,True,stress_burnout_screening;gad7_screening;pss_stress,non_diagnostic_screening;clinical_scale_instruments;longitudinal_state_modeling,PSS,screening_or_validation,ai_or_intervention_safety,not_specified,https://doi.org/10.1186/s12888-016-0875-9,https://doi.org/10.1186/s12888-016-0875-9
PSY0531,https://openalex.org/W2807006728,10.1002/wps.20513,Experience sampling methodology in mental health research: new insights and technical developments,2018,World Psychiatry,Inez Myin‐Germeys,7,711,True,subclinical_symptoms_monitoring;ema_mental_health;affective_dynamics_mental_health;mobile_sensing_mental_health;wearables_sleep_stress;jitai_mental_health;measurement_based_care;mental_health_apps_evaluation;online_cbt_digital;engagement_adherence_digital,non_diagnostic_screening;longitudinal_state_modeling;digital_mental_health,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1002/wps.20513,https://doi.org/10.1002/wps.20513
PSY0536,https://openalex.org/W2906905981,10.1002/wps.20610,Internet‐delivered psychological treatments: from innovation to implementation,2019,World Psychiatry,Gerhard Andersson,5,707,True,mobile_sensing_mental_health;jitai_mental_health;digital_mental_health_interventions;online_cbt_digital,digital_mental_health,ISI,screening_only,none,not_specified,https://doi.org/10.1002/wps.20610,https://doi.org/10.1002/wps.20610
PSY0547,https://openalex.org/W3036964275,10.1017/s003329172000241x,Emotional distress in young adults during the COVID-19 pandemic: evidence of risk and resilience from a longitudinal cohort study,2020,Psychological Medicine,Lilly Shanahan,8,693,True,measurement_based_care,non_diagnostic_screening;longitudinal_state_modeling,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.1017/s003329172000241x,https://doi.org/10.1017/s003329172000241x
PSY0550,https://openalex.org/W2779386549,10.1001/jamapsychiatry.2017.3739,Efficacy and Safety of Intranasal Esketamine Adjunctive to Oral Antidepressant Therapy in Treatment-Resistant Depression,2017,JAMA Psychiatry,Ella Daly,11,689,True,gad7_screening,non_diagnostic_screening;clinical_scale_instruments,GAD,diagnostic_claim_present,ai_or_intervention_safety,not_specified,https://doi.org/10.1001/jamapsychiatry.2017.3739,https://doi.org/10.1001/jamapsychiatry.2017.3739
PSY0555,https://openalex.org/W2002985967,10.1016/s2215-0366(14)70312-8,Mental health interventions in schools in high-income countries,2014,The Lancet Psychiatry,Mina Fazel,4,687,True,wellbeing_screening;stress_burnout_screening;audit_substance;longitudinal_mood_modeling;engagement_adherence_digital,non_diagnostic_screening;clinical_scale_instruments;longitudinal_state_modeling;digital_mental_health,AUDIT,screening_or_validation,none,not_specified,https://doi.org/10.1016/s2215-0366(14)70312-8,https://doi.org/10.1016/s2215-0366(14)70312-8
PSY0562,https://openalex.org/W3100394981,10.1017/s0033291720004432,Longitudinal changes in mental health and the COVID-19 pandemic: evidence from the UK Household Longitudinal Study,2020,Psychological Medicine,Michael Daly,3,679,True,non_diagnostic_screening_distress;mental_health_screening_primary_care;who5_wellbeing,non_diagnostic_screening;longitudinal_state_modeling,WHO-5;ISI,screening_or_validation,crisis_or_self_harm,not_specified,https://doi.org/10.1017/s0033291720004432,https://doi.org/10.1017/s0033291720004432
PSY0566,https://openalex.org/W2147085624,10.2196/jmir.1838,Harnessing Context Sensing to Develop a Mobile Intervention for Depression,2011,Journal of Medical Internet Research,Michelle Nicole Burns,7,675,True,ema_mental_health;mobile_sensing_mental_health;jitai_mental_health,longitudinal_state_modeling;digital_mental_health,ISI,diagnostic_claim_present,none,clinical_review_context,https://doi.org/10.2196/jmir.1838,https://doi.org/10.2196/jmir.1838
PSY0575,https://openalex.org/W2889335577,10.2196/mental.9782,Using Psychological Artificial Intelligence (Tess) to Relieve Symptoms of Depression and Anxiety: Randomized Controlled Trial,2018,JMIR Mental Health,Russell Fulmer,5,670,True,panas_affect,clinical_scale_instruments;longitudinal_state_modeling;llm_chatbot_safety,PHQ;GAD;PANAS,screening_only,none,not_specified,https://doi.org/10.2196/mental.9782,https://doi.org/10.2196/mental.9782
PSY0578,https://openalex.org/W2106579638,10.2196/jmir.2306,Impact of Internet Use on Loneliness and Contact with Others Among Older Adults: Cross-Sectional Analysis,2013,Journal of Medical Internet Research,Shelia R. Cotten,3,666,True,ucla_loneliness,general,none,screening_only,ai_or_intervention_safety,not_specified,https://doi.org/10.2196/jmir.2306,https://doi.org/10.2196/jmir.2306
